61	51	62	82	94	63
98	12	17	2	43	60
66	100	75	15	58	84
98	3	53	24	58	25
19	11	21	89	14	28
84	87	32	67	35	81
99	29	57	88	27	4
83	37	2	29	58	71
59	56	57	97	3	30
21	41	76	23	96	10
76	95	79	80	63	48
87	5	75	30	6	52
92	96	8	99	47	36
96	77	91	42	51	61
84	63	99	69	82	26
49	20	30	61	78	86
85	96	59	75	73	74
85	58	91	84	8	54
14	30	89	25	33	7
91	89	17	40	68	9
32	82	62	16	40	94
45	72	25	87	28	63
24	27	47	74	60	95
96	75	31	92	23	38
11	10	39	42	94	41
41	94	86	39	21	36
55	8	86	59	36	71
66	81	92	69	7	50
43	10	34	93	45	53
13	20	39	51	91	86
34	21	5	95	64	28
10	67	50	70	57	7
100	68	98	43	28	33
46	70	19	40	72	41
75	53	77	11	10	57
71	32	26	82	46	88
29	94	39	75	67	24
74	96	87	66	60	44
96	39	49	17	30	14
62	38	68	80	100	71
88	81	2	40	79	96
4	43	88	76	64	12
51	7	47	62	75	40
89	41	32	79	22	84
62	66	61	35	44	19
85	3	89	51	67	70
78	66	28	23	17	74
38	42	32	92	43	36
95	41	64	92	76	39
8	95	100	40	2	71
78	90	99	15	13	63
35	61	88	54	55	70
16	88	13	93	54	95
67	24	72	27	65	80
35	20	32	58	39	89
89	17	95	26	47	90
47	57	51	60	66	3
72	68	21	38	6	67
36	37	76	23	56	84
6	22	63	13	76	78
38	92	89	91	2	66
9	44	78	76	49	72
44	22	65	12	58	80
67	55	26	58	19	57
48	80	12	24	35	56
3	39	71	17	74	24
29	17	2	15	53	78
12	71	36	1	39	74
41	62	36	78	34	58
56	41	26	77	92	68
20	10	12	4	90	65
49	10	61	83	34	39
55	49	71	40	81	6
98	94	56	57	14	17
98	38	44	87	10	92
85	55	36	66	51	41
43	92	75	46	1	91
28	87	37	30	21	53
32	62	96	90	92	79
79	49	42	77	36	98
61	40	44	16	100	22
37	7	95	47	90	54
79	82	63	76	73	6
98	48	70	60	45	35
72	95	12	70	61	47
71	50	18	3	97	96
42	99	86	74	3	21
100	53	28	19	77	81
46	86	32	58	5	49
79	89	44	50	69	96
20	22	5	15	99	55
44	29	78	91	43	76
17	54	33	51	81	89
63	81	54	85	45	43
34	76	1	10	93	96
14	10	61	6	60	88
17	18	6	90	48	13
72	22	36	80	27	7
8	32	66	43	2	5
59	31	62	6	100	5
21	38	64	28	37	5
75	24	74	58	2	17
15	31	86	47	33	43
35	36	74	97	28	17
70	95	24	28	97	80
9	19	62	58	1	71
31	64	10	96	91	62
40	12	4	44	88	38
8	72	76	30	5	18
36	81	82	4	33	100
61	64	69	21	91	68
15	18	59	43	89	14
11	89	25	13	58	39
37	19	71	16	76	69
76	44	60	21	7	83
15	46	89	65	75	52
71	53	100	92	27	58
88	96	40	59	19	44
86	12	31	56	84	51
3	78	41	36	74	53
23	95	31	71	55	2
45	36	86	21	59	43
74	79	64	33	58	39
50	58	75	88	12	23
85	12	81	99	45	67
78	76	98	64	36	32
2	78	32	99	54	61
49	9	19	11	80	85
54	34	40	26	72	31
74	71	16	39	29	82
25	96	80	48	62	22
17	93	77	7	1	86
37	31	45	40	43	7
76	89	66	99	19	27
56	17	10	31	6	20
45	36	72	19	25	71
14	73	13	92	80	78
83	28	8	84	22	68
63	21	31	52	39	51
16	7	93	58	40	87
27	7	87	21	9	93
91	29	11	50	46	67
62	7	44	64	41	99
47	27	6	96	87	20
1	100	28	84	23	57
27	23	74	95	14	97
32	86	17	23	66	43
55	70	87	69	3	31
98	43	58	80	17	70
47	14	31	50	11	100
33	84	77	38	8	53
45	29	93	55	77	90
11	32	34	52	3	23
98	8	100	7	63	26
31	57	5	80	54	25
44	41	19	78	28	1
13	81	69	48	67	65
85	16	5	26	59	70
43	30	20	61	59	89
90	24	46	68	88	25
75	8	36	38	76	18
17	45	14	6	79	98
98	71	93	55	69	49
84	49	19	52	3	31
29	36	15	61	11	73
89	10	18	24	40	80
37	39	3	8	100	4
55	62	19	7	80	58
40	81	24	86	20	92
7	51	41	50	62	33
23	77	50	4	8	60
6	92	73	11	25	80
47	27	79	39	19	53
48	53	82	20	22	19
26	68	91	70	31	66
13	15	61	65	34	40
22	64	29	26	19	93
62	67	49	88	68	47
92	38	13	42	64	93
49	42	9	72	67	79
37	21	87	9	40	93
8	26	57	19	45	99
8	47	24	74	52	39
47	61	2	60	42	99
19	71	24	53	30	94
75	59	41	81	94	55
7	45	18	44	62	19
17	24	66	44	35	97
31	87	69	99	62	20
70	47	1	49	6	11
21	3	99	96	64	31
20	47	70	56	9	91
19	56	4	46	38	79
11	14	13	36	2	58
29	49	20	15	81	69
62	27	45	31	55	6
85	4	76	37	7	72
18	37	52	38	17	19
42	84	75	67	36	14
72	83	77	97	24	21
78	5	75	52	60	83
92	89	1	17	70	60
83	77	100	19	96	55
16	61	4	48	66	33
35	3	46	29	56	17
69	31	87	72	33	91
26	49	1	15	36	24
36	35	8	99	88	14
88	9	66	2	89	80
12	79	18	22	61	95
36	49	18	73	45	98
84	29	83	30	88	38
49	44	79	34	63	26
37	1	55	32	84	22
19	28	27	99	98	60
13	74	56	51	64	5
69	68	90	97	14	80
47	49	22	53	94	79
16	12	30	86	51	47
92	23	67	3	78	25
99	39	29	27	67	61
73	48	33	25	69	24
14	65	46	10	52	58
73	79	11	37	86	22
11	4	99	66	49	89
10	49	57	54	41	69
23	54	69	22	76	10
99	95	27	66	13	93
25	67	49	40	43	54
58	62	38	92	98	77
90	45	95	63	15	82
17	87	71	42	21	1
92	21	67	77	64	78
29	82	81	28	12	61
65	41	50	17	3	86
78	10	98	77	56	29
59	34	50	85	76	42
8	57	40	23	52	3
58	72	78	25	23	12
40	4	14	39	52	54
62	15	8	31	22	77
87	48	24	93	52	64
17	21	50	59	60	63
32	71	19	77	35	64
8	97	11	18	84	92
58	99	16	47	56	59
2	40	46	13	66	10
68	18	53	69	46	42
26	16	100	65	94	10
18	25	31	89	1	61
47	7	50	91	2	19
66	96	71	57	37	3
64	4	39	79	6	63
53	93	75	43	12	15
72	28	92	74	75	82
7	24	83	40	19	81
70	16	78	95	10	20
26	25	85	46	61	82
91	25	39	72	92	57
22	37	26	21	51	67
63	25	73	28	98	85
43	94	91	82	50	54
11	35	91	64	54	73
12	2	62	54	59	84
70	19	83	95	8	44
90	72	88	86	15	22
53	26	69	49	55	81
82	68	51	75	90	12
75	38	79	99	4	7
24	67	41	1	92	12
48	9	62	43	52	36
29	11	79	94	65	84
23	83	35	25	12	76
61	100	26	25	59	19
80	53	42	19	74	93
68	21	53	65	51	77
71	33	94	70	42	29
54	23	64	40	97	90
70	88	81	38	34	51
80	38	33	50	79	65
16	58	24	14	98	36
68	34	32	5	42	3
11	38	26	39	75	7
8	12	56	41	60	95
80	22	18	61	56	28
69	14	80	94	13	45
34	37	100	25	48	85
66	40	25	93	46	31
63	39	19	61	9	28
39	40	81	4	1	69
18	74	82	66	43	45
28	81	16	4	67	39
36	51	52	49	24	100
100	53	92	36	43	83
91	38	61	71	4	33
56	7	75	4	29	77
95	12	40	51	61	78
68	20	32	88	4	24
92	58	16	29	22	94
50	21	81	80	67	59
51	18	26	47	55	79
3	91	10	27	70	23
26	72	71	73	90	91
93	90	96	55	65	58
93	96	45	41	31	56
85	12	56	75	25	2
70	47	81	25	43	10
92	59	61	98	25	71
2	4	40	23	51	100
50	67	92	3	12	72
43	40	11	88	38	83
12	33	32	94	4	58
19	73	14	2	40	25
46	37	42	24	18	79
90	9	35	7	22	86
54	79	52	69	90	13
26	44	20	94	51	100
76	74	24	71	25	62
73	92	68	46	39	89
83	24	91	17	11	34
73	11	64	2	49	50
42	83	47	66	78	45
92	97	60	51	32	50
58	50	79	9	93	53
66	91	97	38	29	28
54	73	92	58	7	3
37	45	7	52	77	89
41	52	75	100	7	53
68	48	83	71	86	11
82	84	56	14	83	66
15	94	86	42	35	39
13	79	37	45	60	80
53	64	92	69	57	38
28	66	53	61	77	87
17	3	40	46	76	19
28	45	94	48	81	58
44	91	1	87	38	78
82	69	6	21	38	64
82	68	92	45	5	14
84	98	76	91	59	23
84	13	45	96	14	21
67	26	23	15	81	3
44	46	73	58	88	5
54	86	16	70	61	25
91	97	57	51	3	33
61	55	5	60	25	78
15	70	81	89	86	16
75	38	68	70	30	83
90	29	95	31	98	2
9	86	15	22	70	17
47	67	58	74	93	90
20	19	12	6	77	26
100	62	42	9	66	13
76	44	87	9	91	93
11	72	99	36	70	23
76	71	6	77	24	14
24	40	42	44	87	16
49	31	69	19	3	12
29	3	57	44	4	25
7	44	55	64	2	32
49	39	62	89	66	9
42	48	79	52	73	72
93	7	18	2	34	1
93	13	99	10	90	18
55	11	36	49	34	83
84	70	96	80	28	41
72	65	43	15	9	38
74	41	7	94	65	26
44	31	2	39	56	36
70	34	73	100	25	1
15	72	81	52	29	85
57	27	72	35	74	67
95	33	89	57	75	63
31	80	94	56	50	85
31	75	49	99	66	91
20	15	54	56	13	29
29	95	74	32	80	16
3	40	6	93	26	61
19	85	33	68	3	76
44	93	75	89	52	74
7	87	10	96	9	23
65	71	78	16	44	58
32	95	79	84	28	98
4	92	62	68	51	32
20	92	70	30	38	23
68	3	17	88	39	38
76	70	66	25	19	6
47	96	9	53	35	94
17	30	52	84	35	28
21	48	37	91	50	11
64	89	16	61	62	4
18	43	5	47	70	84
83	70	11	46	54	20
19	13	55	3	22	17
72	61	100	16	5	2
63	88	65	53	6	5
37	85	41	78	20	18
26	77	24	50	71	33
11	15	30	72	48	42
47	32	18	28	31	83
45	50	14	31	72	22
17	51	90	26	20	16
100	98	23	2	46	20
58	23	66	83	21	35
26	93	6	1	53	65
42	38	7	59	81	49
83	23	3	95	39	45
46	48	91	22	13	43
10	75	44	93	54	87
51	30	41	2	23	67
45	22	33	35	55	51
61	21	2	9	41	92
85	48	76	19	91	80
62	87	43	75	30	45
83	59	70	43	15	23
62	51	90	50	5	63
68	36	99	46	45	70
36	57	91	93	59	42
77	6	10	8	99	62
43	97	6	45	15	33
89	32	64	11	46	63
47	33	63	73	87	24
4	64	92	11	8	35
46	34	1	14	79	63
24	81	54	12	98	35
36	93	11	65	100	68
59	63	71	76	52	45
11	69	37	51	96	40
21	47	83	37	67	9
75	79	36	49	50	74
4	26	77	62	23	27
5	46	31	54	47	8
55	44	20	35	49	43
40	66	32	38	90	55
68	10	28	46	90	3
98	72	53	34	43	58
94	68	17	2	80	66
21	58	55	6	56	42
95	17	60	80	37	82
16	54	14	33	30	99
2	83	60	71	1	85
23	57	75	59	14	82
95	16	97	18	86	54
81	99	37	53	21	57
39	17	80	23	47	100
96	51	28	10	8	4
16	41	54	27	65	81
77	16	89	1	81	88
61	51	59	11	1	96
20	2	53	90	13	47
78	36	8	62	31	22
49	9	44	90	56	84
52	10	62	35	20	33
96	1	77	49	19	28
16	51	68	58	30	45
84	83	35	43	18	49
92	73	87	71	16	19
87	22	44	41	21	15
10	52	90	47	87	97
4	98	58	92	21	65
44	84	20	9	70	93
59	76	35	15	24	53
1	76	6	49	96	100
56	22	99	95	15	34
100	92	24	46	41	95
57	35	92	8	15	12
91	65	4	43	70	86
88	100	26	31	97	64
46	53	78	79	80	25
71	23	94	60	24	11
9	24	16	77	61	86
15	57	83	67	3	76
57	9	41	16	79	63
8	16	55	28	27	57
1	89	60	18	74	15
33	31	87	99	75	64
64	28	93	67	12	41
94	80	71	22	53	67
23	55	87	22	33	73
100	78	86	54	20	9
25	8	23	50	20	15
90	44	65	84	10	68
57	24	7	55	14	16
48	32	78	82	76	9
64	23	83	53	48	82
94	88	78	65	72	86
99	36	66	2	75	18
32	63	92	13	99	34
37	65	31	66	61	15
33	79	83	18	78	11
99	75	55	49	83	89
79	38	58	83	82	100
59	85	6	36	43	52
44	8	5	22	15	66
2	57	67	4	28	13
45	53	43	3	24	12
25	44	27	99	55	59
84	69	10	42	56	95
1	7	86	44	34	59
78	25	41	37	10	60
93	38	91	45	25	86
25	69	48	26	55	82
32	61	48	45	90	28
42	37	96	66	48	57
49	58	62	7	53	78
29	88	46	12	45	49
62	96	83	31	48	66
89	41	42	46	32	11
10	63	68	49	95	56
15	28	50	43	51	6
55	13	17	35	68	30
53	62	56	4	69	6
3	99	44	91	48	37
5	60	55	18	58	66
82	48	47	45	53	19
2	56	73	66	94	11
54	32	18	14	39	60
20	21	54	98	50	42
65	51	34	88	42	3
47	60	8	26	36	33
74	31	35	4	81	57
88	1	77	51	84	59
81	55	42	75	78	26
53	44	59	17	21	12
51	76	98	67	46	58
35	98	89	99	90	59
40	32	94	74	50	42
48	67	31	21	44	66
6	12	91	63	71	61
75	65	50	81	51	45
5	77	26	10	15	95
30	51	82	9	89	28
48	92	83	87	61	98
67	57	19	78	1	69
38	5	34	91	3	41
42	50	98	28	2	81
97	73	77	11	87	3
56	82	52	57	18	75
14	49	45	64	30	11
21	97	79	12	28	86
36	32	81	23	4	72
89	99	5	79	31	73
23	92	86	52	85	42
97	4	70	92	34	12
59	35	29	25	80	58
81	2	73	56	21	98
35	88	29	51	71	89
11	65	52	7	82	39
31	73	67	7	32	79
1	25	41	46	6	73
27	45	70	73	35	54
61	39	44	22	62	15
89	16	32	40	52	14
77	96	25	52	58	50
47	70	54	88	61	90
55	26	49	95	100	44
42	72	34	59	8	91
4	31	70	92	85	98
43	18	37	50	42	100
42	39	47	55	28	7
51	54	100	87	86	80
43	85	44	14	99	94
32	47	33	92	69	82
85	18	57	91	69	63
23	59	57	99	48	14
43	19	45	12	87	79
1	6	34	85	36	8
71	30	45	16	97	28
57	49	95	56	91	40
6	88	85	11	48	37
83	64	58	96	79	86
1	17	43	91	32	36
19	69	40	36	59	35
52	93	81	33	2	73
87	36	15	10	66	26
81	97	79	27	100	68
85	75	35	58	82	14
77	59	64	97	12	76
11	28	9	39	71	54
67	98	23	46	77	58
51	24	22	21	55	32
41	79	24	90	30	6
90	59	35	61	22	37
89	47	43	2	17	48
74	13	5	71	59	51
43	68	80	99	82	76
43	99	44	68	69	24
54	50	45	21	25	96
57	37	20	55	39	53
34	4	42	44	99	100
94	62	4	14	39	26
31	18	41	12	53	49
23	46	40	59	7	14
72	47	40	86	80	11
27	33	72	20	47	45
58	82	26	62	24	84
17	90	5	14	44	31
64	24	73	90	88	22
92	24	53	78	35	30
89	90	31	63	19	25
38	10	88	29	23	9
84	87	96	34	79	35
42	39	86	29	82	9
95	85	80	84	99	3
81	29	65	2	9	68
49	9	44	88	70	2
44	76	58	98	15	70
19	77	93	30	24	40
90	79	15	16	60	75
94	64	26	56	49	67
32	55	51	22	69	80
88	28	51	25	4	87
56	36	78	33	23	55
63	3	10	45	29	43
15	63	5	8	98	64
61	1	70	15	2	27
62	57	42	3	7	87
98	72	37	66	59	2
55	10	44	99	46	51
24	65	64	68	99	82
72	43	97	41	27	61
7	69	67	21	58	79
10	88	67	46	52	56
1	81	23	53	94	85
18	69	34	98	67	89
92	43	34	22	19	77
35	13	52	93	9	41
33	73	13	19	68	44
36	58	26	30	50	47
8	73	32	48	34	78
19	46	3	45	100	13
84	85	15	94	31	44
45	5	15	67	29	86
11	37	74	78	76	96
60	61	47	77	65	74
37	92	98	81	5	99
80	99	95	72	56	61
21	93	74	37	31	60
75	78	41	76	72	46
2	33	84	46	83	60
88	89	85	43	77	47
30	34	92	69	85	57
56	13	60	5	9	73
83	65	16	63	26	17
38	32	3	26	96	20
49	15	25	32	23	22
94	80	44	68	87	36
58	56	38	69	1	73
21	2	22	31	13	34
53	67	59	20	49	58
80	75	49	99	93	33
48	72	35	63	30	85
71	40	1	91	21	28
37	16	97	62	64	61
32	38	100	75	12	13
28	54	35	12	17	73
53	71	29	84	33	35
50	35	66	74	19	49
60	91	21	67	71	65
94	36	83	42	8	5
55	43	85	20	57	95
22	39	28	100	94	5
51	49	56	87	89	63
77	87	11	25	85	62
60	21	33	23	50	86
72	1	78	98	18	29
16	69	11	55	9	44
74	24	81	31	32	5
22	42	31	11	79	12
79	10	5	87	53	2
20	61	15	34	100	75
83	74	81	15	84	24
11	57	70	3	60	92
89	13	40	21	1	57
100	60	74	21	93	27
91	7	38	47	48	60
81	35	64	24	60	96
87	99	76	82	16	94
25	2	21	67	59	64
83	16	79	9	19	95
66	30	20	27	1	77
59	12	73	56	43	49
67	29	77	63	9	28
71	30	59	57	44	3
82	77	78	75	30	93
99	55	10	24	1	39
61	65	33	83	90	10
25	18	61	92	68	6
55	91	49	50	42	77
11	75	24	57	10	58
48	61	27	30	37	96
63	96	91	74	90	55
96	80	21	54	99	59
32	58	82	20	70	2
58	15	76	83	13	19
1	17	69	91	27	15
30	12	72	53	56	87
38	96	33	88	3	6
85	24	90	84	9	33
69	72	56	41	70	25
58	65	90	9	48	87
49	22	100	32	42	8
88	12	87	29	22	60
28	40	63	69	44	53
55	23	59	42	76	39
95	15	14	8	20	52
87	41	100	1	37	50
21	23	85	4	97	30
63	84	87	61	52	55
99	3	10	52	1	42
9	51	65	95	5	66
39	29	24	54	87	93
41	97	59	60	73	4
52	81	39	53	71	93
39	14	10	16	69	85
84	86	93	70	16	47
13	2	42	84	53	51
59	80	70	22	31	4
58	43	78	10	98	87
29	53	44	72	7	76
16	43	23	81	80	99
51	37	32	34	68	88
21	92	2	23	93	98
21	43	58	29	98	62
24	88	92	83	90	91
31	54	62	37	20	90
2	46	60	3	21	44
49	2	32	30	12	75
25	29	79	10	84	37
42	63	72	45	9	53
93	98	76	75	37	57
70	90	21	92	38	58
86	84	1	21	70	65
85	4	87	97	33	32
93	18	96	77	51	82
93	52	2	86	12	73
41	67	19	48	34	84
86	20	34	66	53	31
20	26	41	51	42	46
89	48	65	31	94	91
19	54	39	37	86	59
30	36	97	99	57	20
53	99	83	30	49	34
45	13	41	80	61	20
36	3	39	79	69	42
15	46	57	45	63	18
68	97	15	17	74	82
10	12	32	13	5	14
1	20	37	64	55	83
82	45	96	59	63	75
72	23	88	77	55	96
3	28	56	63	20	80
29	44	88	20	23	16
16	20	90	47	11	35
42	93	13	69	59	78
94	17	59	84	90	74
66	83	41	17	1	23
20	82	52	28	93	2
79	24	64	60	12	98
88	24	64	54	10	7
66	13	62	48	26	96
42	27	3	13	89	34
71	16	12	21	43	64
62	73	1	23	33	51
27	18	38	69	37	100
21	62	77	92	99	42
75	63	62	16	5	44
81	39	33	27	59	5
64	79	87	55	15	27
48	68	87	94	90	4
61	2	39	20	50	97
22	15	87	56	63	55
56	31	68	10	60	67
58	63	5	53	86	2
34	47	9	4	28	93
10	43	87	53	33	74
55	66	18	87	85	76
99	34	2	68	43	70
27	80	24	5	89	22
74	89	81	59	64	5
81	39	97	9	92	95
26	47	6	56	54	83
65	21	83	5	86	14
68	28	71	17	43	44
64	33	62	23	21	15
79	2	49	6	98	70
7	98	95	51	56	4
41	29	75	12	39	63
75	88	71	91	6	3
81	66	72	33	78	93
73	26	59	69	58	92
56	96	45	22	67	13
58	4	15	49	47	73
6	65	98	34	8	47
17	9	40	68	14	86
86	35	40	9	87	10
90	67	71	51	35	32
40	73	68	88	85	2
47	75	14	90	96	46
79	33	88	78	58	9
35	56	59	31	90	68
10	98	54	90	43	40
84	69	5	16	30	18
82	84	98	78	40	72
49	11	84	52	99	28
66	27	78	35	93	55
93	29	30	72	1	49
53	82	55	40	45	89
24	37	53	60	90	94
9	54	44	36	76	42
80	86	54	27	39	42
63	77	74	21	54	8
85	83	34	30	12	28
76	36	40	53	77	13
63	35	17	31	45	41
87	34	82	44	59	52
42	75	49	72	10	22
15	86	43	30	85	41
8	65	99	17	27	94
9	5	77	53	86	34
15	48	24	92	5	14
64	78	42	77	46	11
37	41	60	43	3	47
85	57	95	12	64	18
90	87	32	95	7	88
80	46	1	100	26	51
27	3	7	43	36	13
13	34	6	86	26	59
34	95	31	53	39	80
30	22	35	33	91	78
85	36	13	92	77	15
71	60	35	78	33	61
86	46	65	31	21	67
2	18	82	83	68	89
36	73	34	2	18	47
4	10	48	7	31	74
80	48	88	79	14	93
2	15	26	19	7	51
74	82	6	76	16	23
20	38	6	54	81	17
6	21	82	41	83	80
100	60	63	20	21	3
45	8	34	83	53	100
99	85	12	59	100	3
80	88	91	30	86	34
8	1	11	17	85	61
51	87	74	29	53	84
20	73	32	38	75	15
36	44	62	8	45	26
87	53	23	32	48	44
15	66	98	94	11	29
88	52	16	40	45	34
49	56	3	29	11	59
53	75	36	66	82	68
27	20	46	49	24	5
75	60	52	58	80	62
19	49	20	34	4	10
59	100	51	97	38	37
27	46	96	21	45	78
93	25	45	82	29	3
43	16	6	82	88	10
60	18	99	95	30	45
24	52	56	57	34	85
48	79	88	98	69	42
64	5	62	80	78	20
82	70	36	54	26	92
68	30	1	17	47	91
9	7	70	98	50	67
53	38	75	39	55	26
88	73	66	19	100	65
94	92	93	38	82	46
84	88	27	85	41	56
40	96	46	26	4	18
34	15	1	62	55	77
62	46	60	50	42	17
40	75	68	1	99	42
52	80	34	33	25	22
76	17	8	34	19	87
67	85	87	41	21	79
3	29	19	68	43	31
16	10	56	27	44	79
3	46	33	63	79	22
18	77	79	23	96	62
6	11	28	70	60	48
31	14	10	68	89	58
91	66	29	73	19	5
79	75	84	82	78	4
35	93	7	91	69	96
50	1	33	60	84	55
87	59	48	17	51	39
20	18	37	45	100	32
34	71	86	52	67	78
4	48	30	13	14	9
67	27	4	53	85	57
2	74	49	53	26	51
1	81	5	61	23	27
18	57	21	25	69	59
60	98	17	78	18	96
28	60	93	88	40	14
15	74	54	36	12	21
15	94	24	6	76	87
18	48	88	85	74	64
63	18	71	88	65	81
90	4	72	65	79	12
62	18	11	86	76	29
45	39	91	32	77	28
15	79	30	55	18	12
82	26	20	33	31	93
75	59	53	9	51	87
30	75	3	4	39	31
72	95	54	34	6	11
95	56	23	90	92	41
99	6	1	35	40	2
99	76	64	96	65	73
41	44	89	83	60	97
29	16	98	91	97	23
31	49	44	2	12	69
75	88	95	7	52	41
85	42	9	40	31	59
56	91	46	39	13	45
56	12	41	38	24	92
6	86	3	83	14	35
22	50	90	68	67	79
93	98	16	60	66	55
15	75	48	85	70	22
41	50	96	88	90	97
23	11	59	70	79	26
16	79	24	87	64	32
55	82	96	29	58	72
60	72	86	56	82	2
3	91	35	34	6	13
76	68	32	46	2	11
51	98	84	52	22	100
29	44	4	39	18	41
91	62	20	27	63	28
55	27	77	53	49	9
65	17	81	68	86	74
70	16	33	95	72	20
36	75	83	29	81	12
67	18	61	8	73	76
80	58	67	37	75	8
60	33	2	42	88	45
92	41	95	62	58	19
38	41	25	66	11	57
48	53	95	49	20	18
71	91	28	54	62	86
10	56	66	86	22	80
66	79	82	4	52	13
14	12	100	11	89	96
38	54	34	23	65	18
6	55	41	36	27	18
45	6	26	37	1	30
99	30	25	6	90	89
34	60	45	50	37	74
99	36	37	50	7	24
51	11	93	69	32	3
3	12	52	56	73	95
63	76	8	99	18	92
83	53	95	69	48	9
50	66	85	95	21	62
53	72	91	14	20	85
74	51	29	61	4	19
38	12	96	44	60	73
44	82	71	20	54	48
39	6	36	19	54	71
62	69	17	93	83	90
47	53	97	41	70	88
91	77	66	18	83	11
82	74	12	16	98	81
26	97	94	86	60	75
69	58	72	77	65	26
9	66	98	56	22	78
93	79	85	75	73	39
99	32	35	10	42	71
57	29	63	11	62	7
35	77	24	41	81	51
74	73	4	77	64	98
78	71	61	42	30	15
69	6	18	54	5	45
62	34	21	77	42	9
43	76	85	65	72	83
22	19	94	32	39	77
35	23	37	30	61	96
93	17	4	50	95	67
6	78	86	58	71	12
62	93	100	42	21	20
27	31	71	26	10	4
68	81	82	25	20	22
5	84	83	47	14	61
17	11	40	56	75	52
10	8	31	79	65	50
8	37	4	63	75	11
36	52	63	23	46	1
25	80	14	38	75	48
98	94	22	7	48	81
96	90	2	9	44	76
22	2	65	37	62	26
31	30	78	29	51	67
25	52	35	7	23	46
12	51	95	49	54	92
79	29	63	40	75	94
18	19	37	12	52	38
32	98	52	10	78	36
25	28	17	41	8	63
19	12	14	70	54	88
37	61	100	7	4	17
93	9	49	89	90	66
51	14	44	50	47	52
27	62	20	25	100	60
40	76	28	95	67	5
50	23	45	67	5	68
34	39	48	41	64	47
86	15	64	49	51	70
34	17	16	47	2	84
57	80	45	70	52	72
85	83	22	72	64	97
10	26	40	21	27	6
11	65	56	66	96	57
22	53	16	89	11	40
82	93	83	13	51	45
15	95	8	5	83	99
74	34	47	8	95	69
98	49	46	94	66	70
25	81	14	41	73	19
78	29	80	1	36	12
10	20	11	27	42	62
48	14	73	66	36	85
86	21	71	26	35	61
98	32	79	64	23	52
23	22	20	50	30	81
86	34	67	95	12	6
6	86	9	33	17	97
35	69	36	31	80	79
96	11	70	36	59	71
11	57	25	79	50	14
84	66	68	25	22	98
34	57	75	90	39	55
38	2	91	66	68	76
96	90	94	77	7	50
40	16	95	47	60	78
12	95	90	60	44	34
6	20	48	33	35	58
43	97	57	2	68	58
77	44	81	36	49	78
25	78	82	37	76	14
4	62	34	7	8	19
14	42	72	60	36	95
9	67	44	60	86	79
55	30	97	18	64	83
67	91	51	98	2	34
47	92	63	1	11	57
28	20	88	60	21	39
18	6	28	64	19	56
93	12	16	34	63	29
6	1	73	5	72	2
48	16	2	7	82	73
24	92	70	81	71	40
95	67	56	41	58	26
30	53	36	48	21	87
27	48	41	32	94	6
80	88	100	5	53	75
