97	15	50	31	95
17	92	35	26	62
71	83	98	56	16
59	77	59	20	12
54	54	25	71	24
75	61	35	60	49
88	95	63	90	41
90	11	58	80	68
74	47	76	83	13
39	38	92	72	17
20	53	51	23	82
46	41	23	29	29
75	42	68	27	98
37	98	11	22	75
98	72	54	38	47
20	58	22	29	100
96	42	29	98	96
39	80	87	81	100
73	48	92	32	74
23	92	31	35	21
84	34	30	85	38
39	70	87	22	60
61	61	59	18	73
35	95	69	33	16
75	80	46	53	91
21	99	17	56	54
77	36	77	19	63
42	21	32	58	14
28	28	33	30	40
96	67	89	59	85
43	74	50	64	27
79	57	69	39	37
10	13	54	90	84
21	69	60	36	69
64	96	95	65	92
91	98	27	93	94
92	81	77	33	50
54	16	81	65	97
82	51	24	63	19
94	56	32	82	14
94	33	38	17	38
15	90	78	53	42
13	10	87	76	68
55	76	36	17	49
26	16	48	21	67
84	51	62	14	64
18	64	91	20	98
11	82	90	11	28
69	73	60	49	77
28	30	82	92	80
53	46	26	55	89
10	15	51	60	56
87	92	44	69	79
51	88	85	41	80
89	75	48	53	17
53	23	13	29	45
72	50	91	16	79
46	62	27	56	15
54	44	91	75	20
45	84	57	69	23
19	15	15	99	55
49	70	85	81	66
65	64	98	75	10
85	76	44	99	90
25	11	83	71	56
50	84	18	61	14
12	20	97	90	77
51	88	76	92	51
49	10	40	95	22
93	45	67	44	89
28	26	61	92	49
47	80	41	68	86
71	55	21	62	77
24	85	19	44	32
40	12	64	78	39
80	28	92	35	57
35	52	55	71	93
50	35	24	62	83
66	29	63	96	76
63	55	45	44	37
71	84	59	14	84
28	19	37	28	10
28	77	89	57	73
96	84	90	77	90
21	48	95	69	19
82	69	58	17	63
92	42	70	45	95
82	91	61	58	80
67	61	42	10	32
86	88	66	14	37
28	95	91	28	26
100	41	64	74	33
49	91	53	38	10
14	42	89	57	49
36	83	92	86	88
19	66	27	67	47
92	10	90	43	34
44	36	57	40	99
81	11	25	87	63
11	94	42	30	62
97	26	24	90	78
68	11	85	18	14
97	31	82	46	81
34	99	23	41	82
87	14	34	70	99
85	88	52	64	71
47	17	49	65	56
76	33	42	80	90
85	27	70	92	99
68	44	44	71	64
44	24	24	45	57
48	39	91	65	88
26	77	26	33	24
87	60	20	84	20
74	10	32	76	19
75	100	53	47	47
97	26	33	52	91
86	49	18	10	87
12	20	99	19	62
38	85	45	67	62
68	56	93	35	44
74	15	14	51	96
58	38	84	100	13
90	74	51	81	85
57	13	84	87	97
65	38	91	99	27
72	73	57	38	62
56	53	21	65	88
88	15	78	54	18
42	20	70	97	39
44	23	53	24	80
98	44	91	15	28
68	48	46	33	67
70	10	15	27	51
33	46	65	43	63
70	41	93	67	47
17	36	62	57	90
10	19	13	54	69
66	33	13	49	94
99	10	94	59	48
89	64	42	50	20
45	47	91	69	59
71	10	68	60	55
66	88	33	23	99
65	24	73	14	86
25	52	80	46	45
43	43	49	20	14
85	82	47	81	18
17	97	35	94	74
44	85	73	23	62
64	71	17	99	75
32	25	44	98	95
34	89	62	51	39
10	46	73	93	31
50	32	83	27	70
45	39	43	94	99
51	19	91	57	81
30	72	89	84	59
100	96	17	30	47
93	72	15	50	43
42	44	71	16	86
50	38	71	99	100
32	17	51	60	68
43	75	94	24	92
86	95	41	29	22
90	68	14	33	14
39	61	91	58	35
10	65	50	82	87
16	32	23	71	43
17	59	66	17	14
63	77	41	87	45
21	84	31	87	33
93	27	36	44	50
10	37	71	11	38
100	63	19	66	57
66	67	81	30	57
17	98	75	93	97
66	87	37	71	73
33	59	25	82	75
75	41	46	99	47
36	37	93	89	60
75	66	95	17	99
61	55	78	87	37
40	93	68	11	38
18	30	32	53	25
48	36	85	93	80
28	46	18	99	66
22	87	86	79	96
32	63	30	30	83
49	97	92	68	22
18	62	64	29	32
60	45	11	42	75
31	21	14	26	14
48	24	18	98	67
74	87	48	82	48
82	35	12	25	22
13	28	85	23	10
54	59	15	23	49
68	97	62	21	31
65	35	92	60	22
71	19	18	57	86
88	97	38	16	97
82	89	87	73	66
39	57	82	39	60
51	44	79	45	48
68	48	57	65	79
47	50	72	88	53
11	88	76	93	62
13	86	57	10	66
70	43	76	53	50
84	35	93	18	48
71	50	64	35	72
89	24	40	94	61
97	28	11	63	33
38	62	34	80	72
38	70	66	79	99
34	79	53	35	61
35	98	46	82	70
85	18	48	18	53
84	18	27	58	33
89	63	76	65	92
25	60	18	70	84
10	16	48	20	25
67	58	55	42	81
70	12	70	55	37
89	58	42	57	95
11	51	41	66	31
55	22	26	28	71
73	89	80	48	42
15	35	12	41	35
53	17	80	27	86
90	33	16	17	82
78	62	70	78	62
69	90	70	98	74
67	71	67	19	91
44	38	12	38	46
96	57	42	100	66
53	23	59	58	33
32	60	10	62	70
41	87	42	89	74
55	54	13	98	63
75	79	38	34	86
42	57	29	19	21
27	53	65	22	57
42	67	95	39	29
79	80	34	44	39
36	20	74	90	26
69	37	53	73	80
44	81	92	40	16
59	74	40	64	100
26	97	51	34	29
48	30	84	39	77
46	60	51	70	96
63	68	88	54	94
55	27	98	65	72
50	51	77	69	81
14	24	96	35	65
32	61	21	74	55
89	29	96	85	13
52	99	82	32	89
34	57	81	62	62
82	60	72	95	26
19	56	94	24	31
15	76	75	76	63
25	29	67	77	53
45	88	40	13	27
65	54	78	99	41
64	52	33	13	46
33	68	37	59	59
30	14	31	13	90
43	60	20	66	88
94	96	52	55	26
27	53	72	38	13
24	100	65	43	51
62	40	61	73	45
13	17	70	73	38
73	73	32	12	26
67	42	18	17	77
52	22	98	26	46
20	89	18	31	25
18	14	71	21	41
81	19	70	66	78
37	91	44	27	64
94	75	29	47	49
60	87	52	34	69
16	49	21	42	46
68	33	94	27	24
67	48	11	19	91
35	55	72	86	94
61	95	34	74	29
42	57	35	97	92
18	42	39	89	62
48	75	51	25	58
53	80	46	10	77
86	71	77	16	81
37	49	60	85	20
63	34	46	59	43
53	84	42	40	20
76	38	98	57	16
95	29	96	21	13
31	25	98	15	24
48	21	88	72	58
76	89	51	98	82
54	20	78	12	66
21	15	100	56	19
48	78	22	57	52
99	13	32	32	61
21	44	45	40	67
15	89	71	57	22
30	57	69	29	86
13	62	64	62	38
22	65	72	62	62
21	91	80	51	38
81	51	67	59	91
63	31	14	34	77
13	22	82	64	87
51	17	85	58	100
89	66	25	39	75
78	11	39	81	59
80	33	20	69	21
16	100	81	76	86
54	66	44	81	52
33	81	41	43	10
29	60	76	96	63
94	88	64	75	40
20	54	32	73	58
47	73	100	50	39
96	43	15	61	43
58	66	13	14	49
24	34	57	24	14
93	57	94	32	32
84	14	85	58	37
27	47	45	95	69
99	41	56	95	16
55	24	56	92	15
96	59	41	95	77
36	99	38	85	63
16	35	18	95	91
32	81	20	10	81
19	41	77	42	95
37	85	24	51	62
57	86	38	45	65
29	62	14	27	70
76	54	27	78	55
97	81	81	10	76
66	63	41	44	39
28	13	67	60	54
19	55	71	15	21
94	59	80	100	13
21	48	64	54	95
77	91	18	32	51
89	79	21	46	38
31	24	18	92	34
11	65	50	69	16
31	80	67	71	55
70	40	53	62	25
29	70	16	87	79
31	39	71	29	67
82	89	30	49	29
40	42	14	24	100
61	25	48	54	46
43	53	74	95	42
62	18	77	78	28
52	73	60	17	64
59	55	100	56	52
64	62	56	40	79
88	50	10	63	99
67	58	37	59	57
23	34	36	47	57
95	30	53	18	25
86	76	51	44	10
91	41	40	75	67
72	56	67	84	94
86	34	71	33	17
48	88	77	82	59
45	43	41	51	32
53	45	70	66	18
92	41	96	61	51
15	19	56	49	33
69	24	86	48	13
43	38	16	91	69
95	52	76	20	42
29	36	47	20	86
38	82	70	59	67
40	86	86	83	50
90	25	69	43	59
92	95	15	58	93
95	29	62	79	90
83	64	56	47	91
73	66	78	75	50
89	81	20	25	54
31	62	46	54	91
76	28	72	54	50
79	48	70	24	78
26	30	73	40	17
70	97	95	39	52
59	66	40	76	29
41	30	29	53	85
79	20	34	58	94
47	60	47	22	65
88	11	43	82	51
30	35	28	33	91
94	25	99	18	81
31	34	91	22	55
86	25	53	13	19
41	37	45	72	34
64	71	100	80	57
78	18	39	23	26
35	45	28	72	91
86	95	22	90	56
51	13	31	10	27
73	97	91	54	18
91	35	35	37	64
20	56	48	70	31
78	90	46	99	70
87	20	14	38	49
48	31	80	75	16
61	13	67	79	51
56	12	57	56	78
14	52	97	45	38
40	86	27	36	53
63	99	22	18	58
45	24	18	39	26
31	82	10	90	28
82	62	70	77	25
59	38	85	75	54
23	64	29	32	78
17	97	98	73	59
28	47	97	95	48
32	50	69	46	84
83	25	56	14	98
76	99	45	10	37
60	12	84	12	32
94	30	44	62	70
11	71	77	17	81
65	66	13	45	51
54	31	36	41	91
70	62	13	15	81
32	80	30	98	17
92	40	36	14	12
17	22	39	52	60
57	20	11	24	55
100	31	81	39	14
88	58	98	54	39
55	53	14	73	27
31	85	50	11	30
69	30	77	48	44
80	71	56	41	64
19	76	94	89	52
91	28	26	10	68
17	48	97	86	59
74	61	98	30	19
11	56	25	36	55
56	26	52	66	59
70	62	16	10	83
55	79	26	26	62
16	78	74	100	95
89	87	64	14	43
76	28	11	94	96
91	67	12	56	18
24	54	71	39	46
71	69	45	18	77
91	92	53	99	15
89	79	47	80	57
20	81	94	53	75
69	15	68	76	88
33	35	41	81	31
88	10	59	77	55
12	98	38	51	28
90	22	15	17	44
89	90	62	65	97
29	74	50	63	59
46	56	24	49	25
82	23	78	55	54
27	98	21	59	75
78	19	25	25	91
14	61	41	97	59
84	37	44	74	55
78	70	91	77	55
32	34	37	46	90
42	61	31	56	74
56	99	23	18	43
78	86	48	91	100
81	70	68	69	97
59	13	19	56	77
29	68	76	42	70
38	40	98	31	71
86	30	52	26	26
70	25	85	28	30
72	55	36	17	92
63	26	40	46	28
13	28	63	90	52
90	68	21	11	66
90	15	36	98	94
56	89	65	21	48
86	50	98	85	47
63	82	95	33	76
84	94	54	11	20
59	21	49	84	98
31	29	92	75	92
36	63	38	80	51
48	72	67	73	24
92	48	35	26	66
36	57	32	63	54
73	84	29	53	81
15	18	99	99	78
53	45	34	31	92
94	75	44	18	66
68	90	21	35	44
52	43	35	92	37
30	63	90	97	89
54	53	87	96	99
69	19	54	93	73
88	12	14	79	82
32	73	74	43	67
62	17	23	22	74
31	11	88	53	60
17	26	18	36	95
46	36	39	91	21
74	34	59	94	90
78	32	64	46	67
74	26	97	30	30
58	55	31	61	52
31	30	38	88	66
32	19	14	73	62
33	44	36	12	13
77	28	99	91	40
27	80	44	54	70
60	18	36	71	88
65	97	52	33	60
51	67	62	10	88
10	59	81	90	34
13	98	38	58	87
31	66	85	45	99
65	63	33	88	72
41	26	78	100	75
13	76	71	53	28
83	86	96	42	55
44	91	56	37	49
24	83	44	63	28
97	36	41	41	74
44	83	48	52	88
52	18	74	27	99
92	56	25	21	54
92	96	74	68	91
23	30	91	60	39
11	39	33	88	35
78	67	17	84	45
99	53	51	16	62
81	62	26	24	75
27	45	31	15	95
41	23	65	31	33
83	85	50	24	77
79	59	15	27	30
20	52	50	59	23
28	81	18	40	43
89	48	99	49	32
31	22	26	83	30
84	87	88	11	95
92	83	100	90	79
57	71	50	75	66
45	88	16	32	10
12	30	58	85	36
96	86	78	78	49
82	87	18	74	51
18	95	90	15	57
63	47	43	14	88
31	56	44	50	92
30	75	18	41	53
42	64	64	78	15
99	77	76	33	61
73	16	71	85	39
50	24	86	27	21
45	81	59	84	10
17	15	29	13	90
84	45	36	74	65
70	100	12	40	65
78	95	58	41	51
11	82	79	59	51
13	50	44	39	76
37	42	94	78	14
85	89	32	42	75
20	29	32	34	82
65	59	36	98	81
10	87	26	63	50
37	33	37	22	70
50	77	12	94	32
61	27	57	95	21
85	10	75	45	38
59	39	52	61	24
70	56	98	37	63
70	20	20	90	85
71	40	26	23	100
30	13	61	62	47
10	40	77	35	87
66	69	82	94	37
33	64	30	13	81
35	56	17	23	49
19	14	60	41	43
49	45	91	47	61
90	99	38	81	26
55	22	77	54	84
100	99	62	16	45
76	48	65	62	24
86	37	50	56	20
68	22	87	85	44
38	95	76	24	77
12	90	59	22	34
67	53	13	14	85
92	83	11	40	84
81	55	64	84	32
42	85	15	34	47
44	18	85	40	36
55	60	30	77	86
44	85	83	21	79
41	40	59	87	12
34	58	32	53	60
87	45	50	33	74
91	45	28	36	26
22	37	45	100	67
93	58	75	85	72
53	14	42	76	73
47	60	88	60	16
61	45	54	34	59
48	22	87	50	95
37	90	24	13	10
35	47	24	42	39
61	28	54	70	49
38	86	79	64	84
17	94	73	89	90
54	72	62	64	12
83	37	20	86	28
62	69	22	50	29
87	67	31	53	33
79	11	99	60	46
26	29	44	10	13
91	13	32	91	17
25	33	55	98	31
73	81	22	78	66
36	33	50	99	89
56	40	81	18	49
44	32	34	52	10
49	83	94	89	18
51	57	73	35	12
60	86	25	88	69
99	60	11	77	25
15	75	63	83	20
36	87	59	22	26
11	12	70	36	87
89	65	39	15	71
42	94	43	21	74
89	38	83	42	83
42	51	29	83	21
38	34	64	58	55
34	81	84	67	48
24	19	47	54	25
89	56	14	56	31
18	42	29	80	97
47	65	21	30	70
38	30	36	37	80
87	66	83	79	17
29	21	51	16	98
34	15	29	68	10
51	73	40	29	34
27	74	15	50	90
48	55	41	62	21
75	41	48	73	89
32	84	21	46	93
75	20	65	94	100
93	74	49	94	44
54	41	35	42	62
72	56	68	68	61
35	31	98	51	28
59	99	77	37	97
69	18	36	29	62
88	71	83	61	86
87	44	11	26	17
15	79	54	98	67
75	75	60	29	59
86	75	39	53	99
95	94	19	37	88
66	42	89	57	14
98	74	62	85	94
50	15	17	42	19
10	62	48	89	53
28	19	56	63	24
76	78	32	100	59
39	24	69	71	96
11	60	52	67	79
73	33	35	41	80
56	73	56	18	85
26	27	49	48	10
82	43	64	42	33
11	92	31	80	67
19	19	99	54	29
98	77	65	64	36
49	70	28	69	83
82	28	72	79	34
68	37	99	80	61
98	40	88	58	76
25	43	55	20	28
55	47	40	66	17
89	34	80	27	43
57	60	80	68	23
59	55	77	32	46
99	34	61	16	26
78	39	39	21	43
53	82	31	98	27
22	73	20	30	87
80	86	75	89	91
83	83	66	24	95
39	79	83	78	90
55	90	20	12	42
81	14	24	44	84
72	89	56	86	68
95	39	10	84	94
53	35	16	56	90
43	79	82	75	61
24	23	40	21	22
11	39	12	41	43
59	32	23	90	98
47	31	96	95	45
39	18	18	41	65
16	83	61	76	33
39	95	89	55	31
43	17	11	18	46
90	29	13	15	87
52	75	17	97	20
99	80	94	88	74
90	16	57	32	60
28	19	34	56	11
39	57	63	72	62
90	50	32	51	64
99	50	21	29	42
97	23	75	67	61
29	39	17	58	15
20	15	43	16	71
82	14	96	76	76
47	98	86	55	54
25	100	54	63	52
55	91	12	32	64
85	79	79	18	81
30	84	59	56	58
60	39	30	89	75
41	75	93	100	93
68	34	69	45	51
96	17	77	98	50
28	59	72	16	33
59	81	52	15	96
97	31	34	35	40
69	76	100	63	85
59	30	97	25	44
49	60	93	85	90
42	39	59	57	35
50	72	74	81	55
78	66	12	46	82
28	18	63	44	47
93	76	38	63	77
99	64	59	62	52
59	60	20	93	78
33	41	92	26	17
45	52	27	79	48
27	53	80	62	97
27	19	86	54	12
52	37	78	60	30
75	86	77	64	52
94	86	68	92	21
22	65	93	59	47
10	73	13	55	40
25	23	10	92	22
83	34	84	43	85
89	56	41	38	85
35	39	27	76	92
85	93	28	10	36
24	61	17	11	16
18	85	70	40	10
33	97	15	71	36
29	33	94	94	81
53	59	76	23	99
19	12	43	64	10
39	81	54	66	28
96	36	46	49	55
41	91	16	39	24
10	34	88	34	17
88	77	23	67	54
59	48	54	73	29
26	81	46	39	75
72	77	73	24	79
11	60	86	23	34
37	65	56	38	37
92	62	37	66	19
12	53	67	44	61
24	97	69	34	26
46	75	91	10	85
27	89	63	45	76
37	41	83	49	18
39	23	58	73	61
90	70	33	21	73
83	84	20	100	30
13	12	55	98	91
91	96	28	89	47
10	69	26	59	85
15	50	27	64	73
23	20	70	52	34
40	95	32	52	53
87	67	44	78	42
65	16	84	100	78
12	30	69	28	24
38	40	28	64	52
30	38	60	29	31
68	46	85	38	23
29	22	10	81	90
62	69	61	21	94
63	65	27	33	99
32	75	37	47	25
22	32	50	69	32
18	35	38	16	93
79	74	81	11	100
68	70	46	54	81
54	35	54	59	12
15	12	86	25	63
14	41	96	58	29
35	16	17	24	72
21	55	36	30	20
66	31	12	30	53
15	90	36	50	21
97	43	36	65	38
24	99	71	20	77
88	73	69	83	79
81	83	42	56	20
91	39	89	25	93
95	27	62	93	52
19	56	16	51	27
68	76	92	85	76
80	56	62	82	54
51	88	82	58	32
94	99	85	96	19
28	45	59	23	88
52	79	24	67	94
74	91	44	86	25
48	41	47	21	95
87	97	36	81	77
44	98	60	89	49
13	83	83	75	20
12	25	64	64	59
12	98	36	10	19
92	45	72	59	18
14	40	93	70	97
75	20	46	30	34
68	75	84	22	90
32	20	48	74	21
48	67	55	64	25
34	99	29	29	62
27	65	82	39	98
92	41	30	63	48
71	41	79	21	48
33	28	15	40	26
61	38	14	40	50
53	61	84	63	58
14	22	51	77	78
59	24	61	94	99
80	22	70	100	98
76	99	82	51	32
56	34	85	10	10
45	45	36	75	92
97	29	40	23	35
87	29	78	28	96
46	30	12	35	44
19	70	68	18	55
59	22	28	15	24
50	68	51	87	16
49	54	97	34	18
14	98	83	80	35
97	73	92	43	33
34	83	21	39	85
12	96	21	28	94
10	32	86	20	96
64	10	95	65	26
35	38	60	31	32
34	46	48	63	55
50	76	75	39	73
97	49	37	92	25
57	85	44	29	72
80	86	26	68	75
34	26	90	78	27
21	21	84	55	11
40	41	21	20	58
94	88	12	13	11
71	89	56	76	99
94	86	25	20	89
58	60	60	11	67
89	31	31	42	56
35	38	86	65	35
78	77	84	58	12
31	17	37	72	98
43	13	88	39	78
10	64	66	77	60
68	90	13	30	96
28	33	95	15	100
40	75	53	22	94
83	72	49	20	63
19	26	87	68	62
46	35	84	41	39
34	39	73	64	81
94	32	58	67	70
55	66	78	39	22
35	68	84	14	31
92	21	25	67	13
63	60	52	70	23
60	86	77	49	61
57	66	88	59	21
56	32	32	55	19
38	68	60	86	35
30	59	88	33	80
16	81	60	85	52
12	20	16	75	49
30	100	84	17	23
97	83	14	11	90
61	78	42	53	83
58	36	20	28	88
79	96	25	32	40
65	77	17	41	30
89	79	73	46	28
59	88	51	72	99
71	30	58	27	35
44	40	15	55	28
50	76	86	32	30
83	82	63	15	33
20	81	80	34	18
55	76	56	95	18
27	78	42	30	65
55	78	36	93	49
38	35	81	50	33
98	85	69	66	29
13	44	76	43	55
73	25	24	44	16
86	98	74	92	93
45	35	36	31	61
66	79	92	98	42
96	19	88	35	99
58	23	69	15	36
29	59	10	15	30
84	54	52	55	12
39	85	20	24	76
61	17	17	57	21
63	75	42	98	28
54	46	78	68	70
76	11	39	68	61
10	13	14	88	58
12	72	75	98	93
43	17	92	56	80
80	50	91	67	25
51	74	80	86	16
65	51	95	93	82
39	68	59	27	91
55	92	78	62	99
45	15	78	61	16
51	81	35	14	43
22	46	79	28	84
29	61	94	11	33
72	13	81	37	30
94	72	29	49	63
86	64	36	31	42
59	62	74	63	20
24	61	60	58	58
87	47	54	27	24
43	52	17	91	79
59	46	11	56	49
89	62	44	52	50
50	56	79	90	100
89	58	13	49	29
15	35	22	21	37
98	26	85	76	15
61	30	25	60	82
100	59	50	38	85
64	16	89	42	25
97	57	54	94	74
45	33	64	57	10
64	56	14	63	39
22	79	37	24	27
73	82	24	53	18
20	36	37	96	44
26	82	79	64	47
38	79	64	46	27
51	64	33	99	77
27	36	21	27	60
21	45	73	46	35
29	42	95	66	39
21	65	64	85	23
85	56	22	82	77
12	27	68	49	29
66	13	41	100	74
17	45	41	89	84
45	23	56	56	99
24	43	11	37	69
75	58	79	67	11
96	49	68	24	69
49	61	59	73	82
44	12	78	46	34
11	11	56	41	83
14	36	52	65	94
74	24	37	12	18
29	71	76	61	58
83	97	29	94	43
63	78	12	20	24
42	89	38	58	33
95	77	61	56	20
15	48	37	26	15
66	18	11	11	79
88	99	61	47	13
77	58	92	99	42
16	51	26	69	53
72	77	10	100	19
45	19	84	23	64
12	46	62	71	86
98	100	43	19	71
76	39	87	66	47
54	12	50	62	38
49	78	55	37	78
61	26	43	17	71
38	80	18	94	86
17	13	41	41	100
36	53	29	89	18
41	65	23	87	42
88	82	18	39	30
73	57	23	70	98
22	82	18	23	93
95	29	30	32	23
18	59	26	51	93
49	57	84	44	88
63	26	66	70	41
48	97	12	94	99
12	31	62	17	91
22	45	100	94	43
50	18	17	91	34
28	69	39	88	68
82	38	90	83	32
74	82	100	22	72
75	88	57	77	25
52	63	89	37	40
81	13	16	50	77
63	24	21	47	43
79	54	54	82	50
95	62	40	71	90
23	85	16	67	57
75	30	96	75	90
63	40	91	22	86
81	11	40	58	51
12	13	11	22	84
99	16	32	87	73
17	49	15	14	97
89	61	48	24	98
83	60	64	45	37
100	14	72	22	15
64	90	95	79	96
88	14	98	65	23
65	21	16	88	78
100	79	99	82	52
67	54	85	31	14
32	48	12	69	93
22	42	37	70	87
18	45	30	83	62
64	67	18	41	57
66	93	89	82	18
22	77	93	77	83
83	50	42	21	35
90	99	92	42	50
98	26	74	96	41
80	82	29	49	21
88	78	86	85	36
84	32	81	13	70
69	76	68	78	67
71	20	23	83	65
78	76	31	16	32
67	85	25	76	14
83	71	45	27	18
23	20	85	44	66
17	51	23	23	26
72	70	53	15	18
72	61	14	30	47
46	22	75	29	17
38	13	50	48	60
47	21	37	61	87
56	30	99	83	35
43	97	11	99	93
63	20	78	82	11
97	69	69	64	64
100	24	90	10	90
88	86	97	67	97
19	94	72	89	52
43	97	99	77	38
31	28	85	71	47
80	66	75	56	49
51	92	56	52	22
22	47	27	63	47
21	98	43	16	11
75	16	33	32	15
59	81	55	67	66
61	14	77	74	10
86	31	75	64	42
54	50	51	31	92
45	22	46	76	76
37	59	47	21	40
14	90	53	59	20
32	92	36	63	31
48	43	95	82	67
15	66	52	52	37
78	26	89	27	26
88	15	76	37	97
14	85	21	64	96
97	20	80	42	41
88	23	52	98	27
55	44	36	55	68
69	47	62	86	17
35	17	86	65	46
78	71	25	38	15
76	58	98	79	54
42	38	91	65	36
80	88	69	70	91
39	51	81	17	83
22	38	65	69	21
77	51	14	21	39
48	83	26	94	37
71	10	28	74	95
17	94	28	84	89
45	21	63	74	59
35	36	39	78	51
49	80	86	73	19
58	30	100	35	18
78	19	26	51	65
31	65	47	37	17
42	30	89	85	45
95	34	96	21	79
24	47	64	46	38
36	85	79	94	84
16	21	55	45	92
32	33	100	17	43
38	24	38	68	40
11	58	82	41	29
40	71	31	74	53
72	82	63	36	24
55	98	100	98	52
57	16	11	20	51
51	63	74	89	59
38	11	49	77	66
77	64	55	38	36
100	33	15	52	94
16	51	78	14	50
59	31	33	21	13
24	65	73	37	77
18	45	82	64	13
71	72	58	69	20
41	51	51	56	94
10	65	77	45	28
20	95	82	90	32
55	37	22	16	23
69	39	79	28	94
31	35	88	24	40
44	59	84	18	31
53	64	68	78	45
94	75	14	16	44
50	28	85	43	91
72	86	61	51	44
98	65	57	28	84
51	100	16	61	17
18	13	23	83	51
36	36	25	91	52
100	91	47	52	88
92	69	46	27	10
95	67	99	89	17
55	34	13	62	90
15	59	26	61	61
88	20	80	52	83
30	70	67	12	39
99	92	83	25	98
16	83	24	42	32
53	77	22	40	44
91	55	42	27	70
69	61	21	54	59
65	39	15	33	38
60	48	57	61	40
100	58	47	90	52
92	41	88	94	51
64	37	48	60	56
89	42	62	64	68
39	20	20	28	21
41	79	33	41	11
76	28	62	56	46
11	79	38	14	98
30	91	73	35	36
14	98	91	98	65
99	53	42	88	30
17	50	77	63	79
35	99	85	15	61
97	69	91	13	90
70	15	81	16	94
22	21	83	53	70
98	94	21	96	84
35	95	22	38	30
96	34	13	23	97
74	35	49	95	33
91	98	82	93	57
94	11	37	45	97
33	81	84	52	32
83	50	53	13	85
44	100	38	78	44
51	100	28	37	96
93	83	59	14	20
19	79	29	73	86
22	62	64	54	48
79	62	34	99	15
57	21	45	98	75
73	15	76	92	85
39	100	58	34	40
83	51	85	66	55
34	23	83	50	68
12	49	32	65	41
53	68	90	36	52
100	19	47	58	27
51	29	50	27	34
82	82	29	97	41
34	80	60	31	18
61	48	89	91	34
87	95	19	62	15
75	54	30	40	59
59	35	13	98	26
11	50	89	52	19
66	11	88	64	81
55	87	100	76	59
42	83	55	32	12
29	68	26	16	57
10	84	99	25	81
90	29	38	55	70
38	60	85	70	96
70	39	68	48	73
24	37	43	86	96
55	70	62	41	13
29	98	39	92	20
